true_model,data_source,network_size,effective_sample_size,test_bootstrap_iters,ML_model_name,tuning_param_grid,L_lower,L_upper,L_result,Y_lower,Y_upper,Y_result
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.009199056082454934,-0.008031687348282369,B,-0.0016522255086254185,0.0011017838366996228,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008879332548181155,-0.0068990497626401255,B,-0.0011251895690677853,0.0015126907592922286,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007787171269774138,-0.006786692264277153,B,-0.001767646249737235,0.0010542807252806033,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011135626266563222,-0.009965732362225557,B,-0.0003594670226716674,0.002103752155421945,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008937092816779998,-0.007490533080753087,B,-0.000705378486755389,0.0009292113693404926,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.009152368669258738,-0.007751915022761788,B,-1.1741177060513981e-05,0.0021849197061701766,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.004756543892288138,-0.0021467745318730254,B,-0.0005451180736744498,0.002348288688727927,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.006996158529969361,-0.0054687892930163256,B,-0.000151311240596972,0.0010646953297111337,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007925210677465412,-0.006559002613665396,B,-0.0009337586732120935,0.0003469405627566906,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01270280475904945,-0.009947802440273308,B,-0.00027995496256558866,0.0011205676246396595,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008757009534197514,-0.007092984107174434,B,-0.0008704157059047778,0.002679554247973588,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.004692346787615428,-0.00248696239402167,B,-0.0025891593984603153,0.0020282412594655125,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008876071294164388,-0.007170286768729176,B,-0.002944879048718943,0.0027649067157170565,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010308212941620027,-0.009089947515628605,B,-0.0008261982057913917,0.0012623064424935574,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.006150909867714089,-0.0042069425128777385,B,-0.0005229570000270086,0.0014304151790359987,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005995184127084336,-0.003933528301059587,B,-0.00013273604151439744,0.0016642324382521855,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010485313628739376,-0.009090918582609804,B,-0.0008685580171479308,0.0005415406545173601,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010986956581984352,-0.009476572145044241,B,-0.00227683705901521,0.004066548686407136,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008397179595500386,-0.007346930900521931,B,-0.001348517321673208,0.0019118077415758478,U
